Number,level1,level2,level3,level4,level5
1,0.0 (%),30.9 (%),59.1 (%),10.0 (%),0.0 (%)
2,0.0 (%),45.4 (%),46.6 (%),8.0 (%),0.0 (%)
3,0.0 (%),63.2 (%),32.2 (%),4.6 (%),0.0 (%)
4,0.0 (%),45.3 (%),48.9 (%),5.8 (%),0.0 (%)
5,0.0 (%),65.9 (%),30.2 (%),4.0 (%),0.0 (%)
6,0.0 (%),50.5 (%),41.4 (%),8.1 (%),0.0 (%)
7,0.0 (%),48.0 (%),48.5 (%),3.5 (%),0.0 (%)
8,0.0 (%),61.9 (%),36.3 (%),1.8 (%),0.0 (%)
9,0.0 (%),72.7 (%),27.3 (%),0.0 (%),0.0 (%)
10,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
