Number,level1,level2,level3,level4,level5
1,0.0 (%),33.6 (%),64.7 (%),1.7 (%),0.0 (%)
2,0.0 (%),45.6 (%),48.9 (%),5.6 (%),0.0 (%)
3,0.0 (%),64.8 (%),30.7 (%),4.5 (%),0.0 (%)
4,0.0 (%),76.2 (%),23.7 (%),0.0 (%),0.0 (%)
5,0.0 (%),56.7 (%),40.0 (%),3.3 (%),0.0 (%)
6,0.0 (%),37.5 (%),62.5 (%),0.0 (%),0.0 (%)
