Number,level1,level2,level3,level4,level5
1,0.0 (%),52.0 (%),48.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),52.5 (%),46.9 (%),0.6 (%),0.0 (%)
3,0.0 (%),50.7 (%),48.9 (%),0.4 (%),0.0 (%)
4,0.0 (%),41.5 (%),57.3 (%),1.2 (%),0.0 (%)
5,0.0 (%),31.2 (%),66.7 (%),2.1 (%),0.0 (%)
6,0.0 (%),43.3 (%),50.0 (%),6.7 (%),0.0 (%)
7,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
