Number,level1,level2,level3,level4,level5
1,0.0 (%),53.2 (%),46.0 (%),0.8 (%),0.0 (%)
2,0.0 (%),43.9 (%),54.0 (%),2.0 (%),0.0 (%)
3,0.0 (%),43.8 (%),53.1 (%),3.1 (%),0.0 (%)
4,0.0 (%),49.4 (%),49.4 (%),1.3 (%),0.0 (%)
5,0.0 (%),60.0 (%),40.0 (%),0.0 (%),0.0 (%)
6,0.5 (%),82.9 (%),16.3 (%),0.3 (%),0.0 (%)
7,1.0 (%),82.7 (%),16.3 (%),0.0 (%),0.0 (%)
8,0.0 (%),72.0 (%),28.0 (%),0.0 (%),0.0 (%)
9,1.3 (%),85.1 (%),13.6 (%),0.0 (%),0.0 (%)
10,9.5 (%),88.9 (%),1.6 (%),0.0 (%),0.0 (%)
