Number,level1,level2,level3,level4,level5
1,0.0 (%),50.6 (%),47.8 (%),1.7 (%),0.0 (%)
2,0.0 (%),43.5 (%),54.2 (%),2.3 (%),0.0 (%)
3,0.0 (%),40.9 (%),55.0 (%),4.1 (%),0.0 (%)
4,0.0 (%),62.2 (%),34.4 (%),3.3 (%),0.0 (%)
5,0.0 (%),68.3 (%),30.2 (%),1.6 (%),0.0 (%)
6,1.4 (%),62.6 (%),32.7 (%),3.4 (%),0.0 (%)
7,0.0 (%),45.0 (%),52.5 (%),2.5 (%),0.0 (%)
8,0.0 (%),66.7 (%),33.3 (%),0.0 (%),0.0 (%)
9,0.0 (%),96.6 (%),3.4 (%),0.0 (%),0.0 (%)
10,0.0 (%),87.3 (%),12.7 (%),0.0 (%),0.0 (%)
