Number,level1,level2,level3,level4,level5
1,0.0 (%),55.6 (%),41.7 (%),2.8 (%),0.0 (%)
2,0.0 (%),37.1 (%),52.6 (%),10.3 (%),0.0 (%)
3,0.0 (%),51.4 (%),39.7 (%),8.9 (%),0.0 (%)
4,0.0 (%),45.5 (%),44.5 (%),10.0 (%),0.0 (%)
5,0.0 (%),44.4 (%),44.4 (%),11.1 (%),0.0 (%)
6,0.0 (%),59.5 (%),40.5 (%),0.0 (%),0.0 (%)
7,0.0 (%),55.6 (%),44.4 (%),0.0 (%),0.0 (%)
