Number,level1,level2,level3,level4,level5
1,0.0 (%),39.0 (%),56.0 (%),5.0 (%),0.0 (%)
2,0.0 (%),39.2 (%),57.7 (%),3.1 (%),0.0 (%)
3,0.0 (%),33.3 (%),56.8 (%),9.9 (%),0.0 (%)
4,0.0 (%),37.2 (%),56.7 (%),6.1 (%),0.0 (%)
5,0.8 (%),89.4 (%),9.0 (%),0.8 (%),0.0 (%)
