Number,level1,level2,level3,level4,level5
1,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),40.3 (%),57.6 (%),2.1 (%),0.0 (%)
3,0.0 (%),55.6 (%),43.9 (%),0.6 (%),0.0 (%)
4,0.0 (%),82.5 (%),17.5 (%),0.0 (%),0.0 (%)
5,0.0 (%),43.8 (%),56.2 (%),0.0 (%),0.0 (%)
