Number,level1,level2,level3,level4,level5
1,0.0 (%),47.3 (%),49.5 (%),3.3 (%),0.0 (%)
2,0.0 (%),33.3 (%),58.3 (%),8.3 (%),0.0 (%)
3,0.0 (%),65.8 (%),30.8 (%),3.3 (%),0.0 (%)
4,0.0 (%),46.8 (%),45.9 (%),7.3 (%),0.0 (%)
5,0.0 (%),43.8 (%),49.4 (%),6.8 (%),0.0 (%)
6,0.0 (%),75.0 (%),25.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),84.1 (%),15.9 (%),0.0 (%),0.0 (%)
8,0.0 (%),59.5 (%),40.5 (%),0.0 (%),0.0 (%)
9,0.0 (%),41.7 (%),58.3 (%),0.0 (%),0.0 (%)
