Number,level1,level2,level3,level4,level5
1,0.0 (%),60.8 (%),38.1 (%),1.2 (%),0.0 (%)
2,0.0 (%),33.0 (%),59.3 (%),7.7 (%),0.0 (%)
3,0.0 (%),65.9 (%),31.7 (%),2.4 (%),0.0 (%)
4,0.0 (%),64.4 (%),31.7 (%),3.9 (%),0.0 (%)
5,0.0 (%),70.6 (%),27.2 (%),2.2 (%),0.0 (%)
6,0.0 (%),55.6 (%),44.4 (%),0.0 (%),0.0 (%)
7,0.0 (%),42.9 (%),50.0 (%),7.1 (%),0.0 (%)
8,0.0 (%),66.7 (%),33.3 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
10,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
