Number,level1,level2,level3,level4,level5
1,0.0 (%),37.0 (%),63.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),33.0 (%),64.8 (%),2.3 (%),0.0 (%)
3,0.0 (%),39.5 (%),56.8 (%),3.7 (%),0.0 (%)
4,0.0 (%),65.8 (%),31.1 (%),3.1 (%),0.0 (%)
5,0.0 (%),46.0 (%),52.4 (%),1.6 (%),0.0 (%)
6,0.0 (%),48.3 (%),51.7 (%),0.0 (%),0.0 (%)
7,0.0 (%),56.2 (%),43.8 (%),0.0 (%),0.0 (%)
8,0.0 (%),62.5 (%),37.5 (%),0.0 (%),0.0 (%)
