Number,level1,level2,level3,level4,level5
1,0.0 (%),71.3 (%),28.7 (%),0.0 (%),0.0 (%)
2,0.0 (%),46.8 (%),53.2 (%),0.0 (%),0.0 (%)
3,0.0 (%),43.0 (%),55.0 (%),2.0 (%),0.0 (%)
4,0.0 (%),63.1 (%),36.9 (%),0.0 (%),0.0 (%)
5,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
6,0.8 (%),99.2 (%),0.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
