Number,level1,level2,level3,level4,level5
1,0.0 (%),38.9 (%),60.3 (%),0.8 (%),0.0 (%)
2,0.0 (%),42.4 (%),56.0 (%),1.6 (%),0.0 (%)
3,0.0 (%),44.4 (%),53.4 (%),2.3 (%),0.0 (%)
4,0.0 (%),56.7 (%),43.3 (%),0.0 (%),0.0 (%)
5,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
6,1.0 (%),99.0 (%),0.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
