Number,level1,level2,level3,level4,level5
1,0.0 (%),51.2 (%),47.7 (%),1.2 (%),0.0 (%)
2,0.0 (%),47.3 (%),50.6 (%),2.1 (%),0.0 (%)
3,0.0 (%),58.8 (%),37.7 (%),3.4 (%),0.0 (%)
4,0.0 (%),41.7 (%),55.0 (%),3.3 (%),0.0 (%)
5,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
6,0.0 (%),56.7 (%),36.7 (%),6.7 (%),0.0 (%)
