Number,level1,level2,level3,level4,level5
1,0.0 (%),43.8 (%),56.2 (%),0.0 (%),0.0 (%)
2,0.0 (%),50.0 (%),48.1 (%),1.9 (%),0.0 (%)
3,0.0 (%),38.2 (%),60.5 (%),1.3 (%),0.0 (%)
4,0.0 (%),52.2 (%),45.0 (%),2.8 (%),0.0 (%)
5,0.0 (%),65.9 (%),34.1 (%),0.0 (%),0.0 (%)
6,0.0 (%),65.5 (%),31.0 (%),3.6 (%),0.0 (%)
7,0.0 (%),94.0 (%),6.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
