Number,level1,level2,level3,level4,level5
1,0.0 (%),60.0 (%),40.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),64.8 (%),35.2 (%),0.0 (%),0.0 (%)
3,0.0 (%),55.0 (%),45.0 (%),0.0 (%),0.0 (%)
4,0.0 (%),56.8 (%),42.1 (%),1.1 (%),0.0 (%)
5,0.0 (%),72.2 (%),27.8 (%),0.0 (%),0.0 (%)
6,0.0 (%),74.1 (%),25.9 (%),0.0 (%),0.0 (%)
7,0.0 (%),66.7 (%),33.3 (%),0.0 (%),0.0 (%)
8,0.0 (%),81.0 (%),19.0 (%),0.0 (%),0.0 (%)
9,0.8 (%),95.8 (%),3.4 (%),0.0 (%),0.0 (%)
