Number,level1,level2,level3,level4,level5
1,0.0 (%),38.0 (%),58.5 (%),3.5 (%),0.0 (%)
2,0.0 (%),53.9 (%),42.9 (%),3.3 (%),0.0 (%)
3,0.0 (%),46.3 (%),46.8 (%),6.9 (%),0.0 (%)
4,0.0 (%),56.0 (%),41.3 (%),2.8 (%),0.0 (%)
5,0.0 (%),71.9 (%),25.5 (%),2.6 (%),0.0 (%)
6,0.0 (%),58.3 (%),41.7 (%),0.0 (%),0.0 (%)
7,0.0 (%),83.2 (%),16.8 (%),0.0 (%),0.0 (%)
8,3.5 (%),96.5 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
