Number,level1,level2,level3,level4,level5
1,0.0 (%),43.3 (%),52.8 (%),3.9 (%),0.0 (%)
2,0.0 (%),36.6 (%),63.4 (%),0.0 (%),0.0 (%)
3,0.0 (%),31.1 (%),68.9 (%),0.0 (%),0.0 (%)
4,0.0 (%),41.5 (%),55.5 (%),3.0 (%),0.0 (%)
5,0.0 (%),42.2 (%),56.7 (%),1.1 (%),0.0 (%)
6,0.0 (%),47.6 (%),52.4 (%),0.0 (%),0.0 (%)
7,0.0 (%),54.5 (%),45.0 (%),0.5 (%),0.0 (%)
8,0.6 (%),92.2 (%),7.3 (%),0.0 (%),0.0 (%)
9,0.0 (%),83.4 (%),16.0 (%),0.6 (%),0.0 (%)
10,0.0 (%),80.7 (%),19.3 (%),0.0 (%),0.0 (%)
