Number,level1,level2,level3,level4,level5
1,0.0 (%),10.0 (%),90.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),40.1 (%),57.0 (%),2.9 (%),0.0 (%)
3,0.0 (%),52.7 (%),41.4 (%),5.9 (%),0.0 (%)
4,0.0 (%),39.0 (%),57.0 (%),4.0 (%),0.0 (%)
5,0.0 (%),67.1 (%),32.5 (%),0.4 (%),0.0 (%)
6,0.0 (%),25.9 (%),72.2 (%),1.9 (%),0.0 (%)
