Number,level1,level2,level3,level4,level5
1,0.0 (%),43.3 (%),56.1 (%),0.6 (%),0.0 (%)
2,0.0 (%),31.8 (%),68.2 (%),0.0 (%),0.0 (%)
3,0.0 (%),36.7 (%),59.4 (%),3.9 (%),0.0 (%)
4,0.0 (%),48.5 (%),51.5 (%),0.0 (%),0.0 (%)
5,0.0 (%),62.3 (%),37.7 (%),0.0 (%),0.0 (%)
6,0.0 (%),69.2 (%),29.6 (%),1.2 (%),0.0 (%)
7,0.0 (%),78.8 (%),19.7 (%),1.5 (%),0.0 (%)
8,0.0 (%),68.6 (%),31.4 (%),0.0 (%),0.0 (%)
9,0.0 (%),76.4 (%),22.8 (%),0.7 (%),0.0 (%)
10,0.0 (%),81.6 (%),17.4 (%),1.0 (%),0.0 (%)
