Number,level1,level2,level3,level4,level5
1,0.0 (%),37.3 (%),59.5 (%),3.3 (%),0.0 (%)
2,0.0 (%),47.8 (%),44.6 (%),7.7 (%),0.0 (%)
3,0.0 (%),30.0 (%),57.3 (%),12.7 (%),0.0 (%)
4,0.0 (%),43.3 (%),51.2 (%),5.4 (%),0.0 (%)
5,0.0 (%),50.2 (%),43.7 (%),6.1 (%),0.0 (%)
6,0.0 (%),60.0 (%),40.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),50.0 (%),50.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),55.6 (%),44.4 (%),0.0 (%),0.0 (%)
