Number,level1,level2,level3,level4,level5
1,0.0 (%),43.8 (%),56.2 (%),0.0 (%),0.0 (%)
2,4.6 (%),95.4 (%),0.0 (%),0.0 (%),0.0 (%)
3,22.9 (%),77.1 (%),0.0 (%),0.0 (%),0.0 (%)
