Number,level1,level2,level3,level4,level5
1,0.0 (%),44.5 (%),51.0 (%),4.5 (%),0.0 (%)
2,1.5 (%),56.3 (%),38.5 (%),3.7 (%),0.0 (%)
3,0.0 (%),64.9 (%),31.6 (%),3.5 (%),0.0 (%)
4,0.0 (%),62.9 (%),34.3 (%),2.9 (%),0.0 (%)
5,0.0 (%),65.6 (%),30.2 (%),4.2 (%),0.0 (%)
6,0.0 (%),72.0 (%),26.2 (%),1.8 (%),0.0 (%)
7,0.0 (%),69.4 (%),29.3 (%),1.4 (%),0.0 (%)
8,0.0 (%),81.8 (%),17.4 (%),0.8 (%),0.0 (%)
9,0.0 (%),32.0 (%),68.0 (%),0.0 (%),0.0 (%)
10,0.0 (%),70.0 (%),30.0 (%),0.0 (%),0.0 (%)
