Number,level1,level2,level3,level4,level5
1,0.0 (%),49.3 (%),48.0 (%),2.6 (%),0.0 (%)
2,0.0 (%),38.0 (%),56.1 (%),5.8 (%),0.0 (%)
3,0.0 (%),59.1 (%),35.7 (%),5.3 (%),0.0 (%)
4,0.0 (%),72.8 (%),24.4 (%),2.8 (%),0.0 (%)
5,0.0 (%),76.2 (%),23.1 (%),0.6 (%),0.0 (%)
6,0.0 (%),52.0 (%),48.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),55.0 (%),45.0 (%),0.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
10,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
