Number,level1,level2,level3,level4,level5
1,0.0 (%),40.0 (%),52.6 (%),7.4 (%),0.0 (%)
2,0.0 (%),22.9 (%),60.0 (%),17.1 (%),0.0 (%)
3,0.0 (%),30.2 (%),56.0 (%),13.9 (%),0.0 (%)
4,0.0 (%),64.1 (%),28.6 (%),7.4 (%),0.0 (%)
5,0.0 (%),74.3 (%),21.4 (%),4.3 (%),0.0 (%)
6,0.0 (%),46.0 (%),41.3 (%),12.7 (%),0.0 (%)
7,0.0 (%),76.5 (%),21.6 (%),2.0 (%),0.0 (%)
8,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
