Number,level1,level2,level3,level4,level5
1,0.0 (%),40.0 (%),57.8 (%),2.2 (%),0.0 (%)
2,1.4 (%),38.9 (%),55.6 (%),4.2 (%),0.0 (%)
3,0.0 (%),34.3 (%),63.9 (%),1.9 (%),0.0 (%)
4,0.0 (%),36.8 (%),62.6 (%),0.6 (%),0.0 (%)
5,0.0 (%),66.2 (%),31.5 (%),2.3 (%),0.0 (%)
6,0.0 (%),78.6 (%),21.4 (%),0.0 (%),0.0 (%)
7,1.1 (%),72.3 (%),25.3 (%),1.4 (%),0.0 (%)
8,0.0 (%),71.4 (%),28.3 (%),0.4 (%),0.0 (%)
