Number,level1,level2,level3,level4,level5
1,0.0 (%),47.9 (%),52.1 (%),0.0 (%),0.0 (%)
2,0.0 (%),56.1 (%),43.9 (%),0.0 (%),0.0 (%)
3,0.0 (%),73.9 (%),24.4 (%),1.7 (%),0.0 (%)
4,0.0 (%),42.9 (%),48.6 (%),8.6 (%),0.0 (%)
5,0.0 (%),62.5 (%),37.5 (%),0.0 (%),0.0 (%)
6,0.0 (%),60.0 (%),40.0 (%),0.0 (%),0.0 (%)
