Number,level1,level2,level3,level4,level5
1,0.0 (%),23.8 (%),76.2 (%),0.0 (%),0.0 (%)
2,0.0 (%),36.9 (%),63.1 (%),0.0 (%),0.0 (%)
3,0.0 (%),25.7 (%),74.3 (%),0.0 (%),0.0 (%)
4,0.0 (%),23.3 (%),76.7 (%),0.0 (%),0.0 (%)
