Number,level1,level2,level3,level4,level5
1,0.4 (%),41.2 (%),56.9 (%),1.5 (%),0.0 (%)
2,0.0 (%),30.5 (%),66.3 (%),3.2 (%),0.0 (%)
3,0.0 (%),47.7 (%),45.9 (%),6.4 (%),0.0 (%)
4,0.0 (%),62.9 (%),31.0 (%),6.2 (%),0.0 (%)
5,0.0 (%),41.7 (%),47.2 (%),11.1 (%),0.0 (%)
6,0.0 (%),60.0 (%),37.1 (%),2.9 (%),0.0 (%)
7,0.0 (%),50.0 (%),47.6 (%),2.4 (%),0.0 (%)
8,0.0 (%),53.3 (%),43.3 (%),3.3 (%),0.0 (%)
9,0.0 (%),75.0 (%),25.0 (%),0.0 (%),0.0 (%)
