Number,level1,level2,level3,level4,level5
1,0.0 (%),32.5 (%),62.2 (%),5.3 (%),0.0 (%)
2,0.0 (%),37.0 (%),51.2 (%),11.8 (%),0.0 (%)
3,0.0 (%),23.0 (%),64.7 (%),12.3 (%),0.0 (%)
4,0.0 (%),37.5 (%),52.5 (%),10.0 (%),0.0 (%)
5,0.1 (%),87.8 (%),11.7 (%),0.4 (%),0.0 (%)
