Number,level1,level2,level3,level4,level5
1,0.0 (%),52.0 (%),48.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),65.9 (%),34.1 (%),0.0 (%),0.0 (%)
3,0.0 (%),65.8 (%),34.2 (%),0.0 (%),0.0 (%)
4,0.0 (%),73.8 (%),26.2 (%),0.0 (%),0.0 (%)
5,0.0 (%),82.0 (%),18.0 (%),0.0 (%),0.0 (%)
6,0.0 (%),95.9 (%),4.1 (%),0.0 (%),0.0 (%)
7,0.3 (%),94.7 (%),5.0 (%),0.0 (%),0.0 (%)
8,5.3 (%),93.7 (%),1.0 (%),0.0 (%),0.0 (%)
9,0.0 (%),100.0 (%),0.0 (%),0.0 (%),0.0 (%)
