Number,level1,level2,level3,level4,level5
1,0.0 (%),32.6 (%),67.4 (%),0.0 (%),0.0 (%)
2,0.0 (%),25.7 (%),74.3 (%),0.0 (%),0.0 (%)
3,0.0 (%),43.1 (%),56.9 (%),0.0 (%),0.0 (%)
4,0.0 (%),63.2 (%),36.8 (%),0.0 (%),0.0 (%)
5,2.5 (%),66.0 (%),31.5 (%),0.0 (%),0.0 (%)
6,0.0 (%),37.5 (%),62.5 (%),0.0 (%),0.0 (%)
7,0.0 (%),40.0 (%),60.0 (%),0.0 (%),0.0 (%)
8,4.7 (%),89.5 (%),5.7 (%),0.0 (%),0.0 (%)
9,6.9 (%),90.2 (%),2.9 (%),0.0 (%),0.0 (%)
10,7.6 (%),86.0 (%),6.4 (%),0.0 (%),0.0 (%)
