Number,level1,level2,level3,level4,level5
1,0.0 (%),64.0 (%),36.0 (%),0.0 (%),0.0 (%)
2,0.0 (%),43.7 (%),53.2 (%),3.2 (%),0.0 (%)
3,0.0 (%),34.7 (%),62.5 (%),2.8 (%),0.0 (%)
4,0.0 (%),35.4 (%),59.7 (%),4.9 (%),0.0 (%)
5,0.0 (%),67.4 (%),31.9 (%),0.7 (%),0.0 (%)
6,0.0 (%),75.0 (%),25.0 (%),0.0 (%),0.0 (%)
7,0.0 (%),76.7 (%),23.3 (%),0.0 (%),0.0 (%)
8,0.0 (%),88.7 (%),11.0 (%),0.3 (%),0.0 (%)
