Number,level1,level2,level3,level4,level5
1,0.0 (%),51.0 (%),42.9 (%),6.1 (%),0.0 (%)
2,0.0 (%),39.3 (%),51.8 (%),8.9 (%),0.0 (%)
3,0.0 (%),50.4 (%),40.4 (%),9.1 (%),0.0 (%)
4,0.0 (%),72.2 (%),22.3 (%),5.5 (%),0.0 (%)
5,0.2 (%),92.8 (%),6.6 (%),0.4 (%),0.0 (%)
